DATA,LOCAL,VELOCIDADE DO VENTO
08/06/2022,QEUVP,7.8
08/06/2022,DHQPF,12.3
08/06/2022,WIYLF,24.1
08/06/2022,NFQPX,23.3
08/06/2022,WJXRS,4.6
08/06/2022,QWFAU,30.9
08/06/2022,SJFRM,8.1
08/06/2022,FQDLL,11.9
08/06/2022,FQEJP,2.8
08/06/2022,TEXZM,23.9
08/06/2022,FLUAV,8.5
08/06/2022,PFNNW,15.8
08/06/2022,MTLAN,2.7
08/06/2022,KLBZI,19.1
08/06/2022,YPQNJ,11.3
08/06/2022,BYGJD,18.9
08/06/2022,KRFTL,26.9
08/06/2022,JZTIE,24.3
08/06/2022,XIRCS,15.6
08/06/2022,WCJUH,13.3
08/06/2022,VQCVX,3.5
08/06/2022,ZOHFZ,23.4
08/06/2022,VCKJR,10.6
08/06/2022,NCQEO,27.8
08/06/2022,FFRKS,28.9
08/06/2022,JFCPE,18.6
08/06/2022,RSEJJ,21.6
08/06/2022,WNYKN,5.9
08/06/2022,QRZBZ,6.4
08/06/2022,RHMHZ,9.1
08/06/2022,EGPYK,1.8
08/06/2022,IAEQS,14.2
08/06/2022,WNZHM,17.4
08/06/2022,HSWFZ,26.3
08/06/2022,PYPJZ,22.9
08/06/2022,ICMCI,27.9
08/06/2022,HMZOK,22.3
08/06/2022,WCSMC,31.0
08/06/2022,HLWUD,29.4
08/06/2022,YKIQR,12.8
08/06/2022,UNFLJ,17.4
08/06/2022,WGEZY,15.2
08/06/2022,PLHLQ,8.2
08/06/2022,AYINV,19.2
08/06/2022,GUPXF,9.1
08/06/2022,BWFCD,20.9
08/06/2022,GYMNW,9.0
08/06/2022,HHCQN,29.8
08/06/2022,JJBIF,30.2
08/06/2022,TPEFG,20.0
08/06/2022,AOGUO,20.0
08/06/2022,UOANU,24.6
08/06/2022,XIUXL,19.6
08/06/2022,LUIYB,10.1
08/06/2022,QPBTK,10.1
08/06/2022,VTQBI,8.5
08/06/2022,SUMFL,21.2
08/06/2022,BWODT,1.1
08/06/2022,AWXSX,32.7
08/06/2022,ZTIFF,18.6
08/06/2022,DIMPP,5.7
08/06/2022,NNBOW,13.8
08/06/2022,UHAEI,26.0
08/06/2022,UZXCI,13.3
08/06/2022,OCZXI,2.0
08/06/2022,HEXAM,7.3
08/06/2022,UGQWT,1.5
08/06/2022,FHPKL,4.8
08/06/2022,ZFMCJ,13.7
08/06/2022,QRGCJ,3.2
08/06/2022,NVDCV,30.6
08/06/2022,ZGOGT,3.4
08/06/2022,CNWLE,15.7
08/06/2022,DDXDJ,4.5
08/06/2022,ZPBEH,31.6
08/06/2022,RWKHX,9.1
08/06/2022,GYTYQ,0.7
08/06/2022,QOSNH,8.9
08/06/2022,FIVYC,9.1
08/06/2022,EPHKD,13.5
08/06/2022,ABXRZ,20.9
08/06/2022,MTAMV,4.4
08/06/2022,PVCPM,29.9
08/06/2022,QFUAR,21.2
08/06/2022,QDXPS,12.8
08/06/2022,CNNCK,29.9
08/06/2022,ROFTR,29.3
08/06/2022,MDGNI,17.4
08/06/2022,EDPGQ,19.2
08/06/2022,CMCRZ,0.7
08/06/2022,ACDHA,18.5
08/06/2022,AMSHS,1.5
08/06/2022,NONYR,32.5
08/06/2022,TEAAU,19.6
08/06/2022,SZLHA,14.3
08/06/2022,SBJSB,1.3
08/06/2022,LPMOG,12.8
08/06/2022,TLWDX,18.0
08/06/2022,GPZNX,18.8
08/06/2022,QPHPP,5.0
08/06/2022,OVHSC,0.5
08/06/2022,IOAEM,9.9
08/06/2022,MLMJR,3.8
08/06/2022,DHBIW,29.6
08/06/2022,NZHRS,5.0
08/06/2022,MLVGY,12.8
08/06/2022,DKVRB,19.7
08/06/2022,BNVFU,28.8
08/06/2022,ANYUE,21.3
08/06/2022,LBIBC,18.8
21/01/2020,VYVGI,19.5
21/01/2020,USQAC,22.6
21/01/2020,IPWXM,15.5
21/01/2020,DENKA,10.7
21/01/2020,HUUUZ,17.3
21/01/2020,PQBLT,25.6
21/01/2020,QQAGC,27.6
21/01/2020,SQORR,5.3
21/01/2020,ZLNXH,18.2
21/01/2020,DSAII,0.4
21/01/2020,ZQVSU,1.3
21/01/2020,ZQLQF,29.0
21/01/2020,JUALF,3.3
21/01/2020,ODNJR,30.4
21/01/2020,QTKNK,8.3
21/01/2020,NPFFO,5.9
21/01/2020,VODXF,1.7
21/01/2020,TRETF,14.2
21/01/2020,DTMHI,13.7
21/01/2020,JZGDA,31.3
21/01/2020,FSABB,14.3
21/01/2020,YMYHI,0.5
21/01/2020,VASJU,4.5
21/01/2020,KXFFP,6.6
21/01/2020,ORGYD,23.9
21/01/2020,HLLJI,17.0
21/01/2020,NBZGO,29.7
21/01/2020,YGMWM,22.4
21/01/2020,WOVHE,15.5
21/01/2020,PXLGY,12.9
21/01/2020,YDTEU,0.4
21/01/2020,SLZLX,15.4
21/01/2020,XGKEN,8.2
21/01/2020,EABDR,3.5
21/01/2020,NNQIH,18.3
21/01/2020,FTCLW,2.0
21/01/2020,ZJPKS,30.0
21/01/2020,GTJRP,14.9
21/01/2020,XFDUL,3.9
21/01/2020,MXPAM,23.8
21/01/2020,PYJZU,27.6
21/01/2020,VUBPL,29.5
21/01/2020,SMCRS,3.9
21/01/2020,SSNQX,12.7
21/01/2020,MYEJE,6.3
21/01/2020,JYWGJ,1.2
21/01/2020,VBGYH,15.0
21/01/2020,ALXPA,10.7
21/01/2020,OYSCR,8.2
21/01/2020,VKYDS,27.0
21/01/2020,HHVXE,27.7
21/01/2020,GOLZK,9.6
21/01/2020,AAGGK,27.7
21/01/2020,CSCHI,32.1
21/01/2020,NSTZL,24.5
21/01/2020,WYEFJ,12.7
21/01/2020,NYPJG,13.1
21/01/2020,QHLNE,20.4
21/01/2020,GKGVE,2.5
21/01/2020,PIDOD,13.5
21/01/2020,EFTDM,23.0
21/01/2020,DMPLW,15.3
21/01/2020,RXCIP,27.7
21/01/2020,WKOUM,20.8
21/01/2020,IPXXJ,28.3
21/01/2020,XBEOU,27.1
21/01/2020,UFWMZ,11.5
21/01/2020,CGILB,26.3
21/01/2020,ICRWF,2.6
21/01/2020,HLOHY,4.8
21/01/2020,UQJIF,21.4
21/01/2020,GGBYI,10.5
21/01/2020,JMXMO,2.8
21/01/2020,MVIRX,1.5
21/01/2020,HMWPM,27.3
21/01/2020,WMQGI,11.4
21/01/2020,FDUYC,17.2
21/01/2020,GVFBA,17.0
21/01/2020,GUWNT,13.7
21/01/2020,APNMN,20.4
21/01/2020,NUGGK,20.7
21/01/2020,TYCYW,14.6
21/01/2020,AOBUQ,27.5
21/01/2020,WRZIC,5.8
21/01/2020,PALPN,14.0
21/01/2020,LSCQF,18.6
21/01/2020,SNUWB,32.4
21/01/2020,OOWLJ,18.3
21/01/2020,VZGRS,22.6
21/01/2020,SUWIW,24.0
21/01/2020,IPBHI,27.3
21/01/2020,YWEYG,9.1
21/01/2020,XIHWT,1.6
21/01/2020,JIXYP,27.9
21/01/2020,GWDFV,23.8
21/01/2020,LECCX,13.5
21/01/2020,MRWAB,8.1
21/01/2020,GRSHX,4.3
21/01/2020,DUNVK,2.6
21/01/2020,FIAJG,27.1
21/01/2020,FKCFL,9.3
21/01/2020,RZXRA,12.1
21/01/2020,IFPOP,12.2
21/01/2020,SRZPM,13.1
21/01/2020,HGVHP,30.4
21/01/2020,WOGQR,16.1
21/01/2020,LHIDE,29.7
21/01/2020,DVWOH,14.1
21/01/2020,REKCM,4.4
21/01/2020,CXWBB,19.2
21/01/2020,GPVYT,14.5
21/01/2020,OLISD,22.0
21/01/2020,BIGSA,5.1
21/01/2020,RENLA,1.3
21/01/2020,DWOZD,19.6
21/01/2020,OFLUR,7.5
21/01/2020,IHJVV,6.7
21/01/2020,YRZRK,30.0
21/01/2020,PEVHE,11.9
21/01/2020,UHBWY,8.6
21/01/2020,WVAXG,21.0
21/01/2020,TYZGZ,10.5
21/01/2020,WTKCW,12.4
21/01/2020,GSOCR,3.5
21/01/2020,RRVRV,22.6
21/01/2020,YQRWY,20.4
21/01/2020,XCTZF,12.1
21/01/2020,EGZIU,32.6
21/01/2020,JBMHV,3.4
21/01/2020,FDEQR,32.5
21/01/2020,AVJOM,28.0
21/01/2020,UMNEI,6.5
21/01/2020,SYZEI,25.4
21/01/2020,CWLTI,15.0
21/01/2020,RAZMS,10.4
21/01/2020,KBBZU,1.6
21/01/2020,WRHTT,32.2
21/01/2020,FXWQA,25.9
21/01/2020,EFTSM,15.3
21/01/2020,SOAYS,12.9
21/01/2020,BBEFC,24.8
21/01/2020,BPYMG,19.0
21/01/2020,AOUGH,1.3
21/01/2020,QDFYZ,7.6
21/01/2020,EOVWI,24.5
21/01/2020,ZEHVO,13.8
21/01/2020,QEUVP,3.2
21/01/2020,DHQPF,8.4
21/01/2020,WIYLF,1.2
21/01/2020,NFQPX,5.6
21/01/2020,WJXRS,11.7
21/01/2020,QWFAU,8.5
21/01/2020,SJFRM,26.7
21/01/2020,FQDLL,26.8
21/01/2020,FQEJP,28.2
21/01/2020,TEXZM,14.1
21/01/2020,FLUAV,6.3
21/01/2020,PFNNW,29.0
21/01/2020,MTLAN,8.5
21/01/2020,KLBZI,17.7
21/01/2020,YPQNJ,17.9
21/01/2020,BYGJD,29.0
21/01/2020,KRFTL,2.9
21/01/2020,JZTIE,30.4
21/01/2020,XIRCS,31.8
21/01/2020,WCJUH,11.6
21/01/2020,VQCVX,13.7
21/01/2020,ZOHFZ,30.7
21/01/2020,VCKJR,8.6
21/01/2020,NCQEO,26.2
21/01/2020,FFRKS,23.2
21/01/2020,JFCPE,19.0
21/01/2020,RSEJJ,25.6
21/01/2020,WNYKN,6.5
21/01/2020,QRZBZ,21.2
21/01/2020,RHMHZ,19.9
21/01/2020,EGPYK,3.5
21/01/2020,IAEQS,16.2
21/01/2020,WNZHM,21.6
21/01/2020,HSWFZ,5.0
21/01/2020,PYPJZ,26.7
21/01/2020,ICMCI,18.5
21/01/2020,HMZOK,4.7
21/01/2020,WCSMC,15.5
21/01/2020,HLWUD,30.0
21/01/2020,YKIQR,4.7
21/01/2020,UNFLJ,4.6
21/01/2020,WGEZY,20.7
21/01/2020,PLHLQ,7.3
21/01/2020,AYINV,25.4
21/01/2020,GUPXF,3.9
21/01/2020,BWFCD,29.4
21/01/2020,GYMNW,23.7
21/01/2020,HHCQN,8.1
21/01/2020,JJBIF,1.3
21/01/2020,TPEFG,19.3
21/01/2020,AOGUO,29.9
21/01/2020,UOANU,32.8
21/01/2020,XIUXL,4.2
21/01/2020,LUIYB,16.1
21/01/2020,QPBTK,6.7
21/01/2020,VTQBI,16.7
21/01/2020,SUMFL,29.9
21/01/2020,BWODT,18.1
21/01/2020,AWXSX,22.1
21/01/2020,ZTIFF,28.1
21/01/2020,DIMPP,2.5
21/01/2020,NNBOW,7.4
21/01/2020,UHAEI,32.6
21/01/2020,UZXCI,31.1
21/01/2020,OCZXI,11.4
21/01/2020,HEXAM,9.2
21/01/2020,UGQWT,18.6
21/01/2020,FHPKL,0.3
21/01/2020,ZFMCJ,26.3
21/01/2020,QRGCJ,15.7
21/01/2020,NVDCV,22.8
21/01/2020,ZGOGT,25.8
21/01/2020,CNWLE,16.1
21/01/2020,DDXDJ,0.5
21/01/2020,ZPBEH,26.8
21/01/2020,RWKHX,0.7
21/01/2020,GYTYQ,9.1
21/01/2020,QOSNH,26.8
21/01/2020,FIVYC,8.9
21/01/2020,EPHKD,0.4
21/01/2020,ABXRZ,21.5
21/01/2020,MTAMV,3.2
21/01/2020,PVCPM,8.0
21/01/2020,QFUAR,32.7
21/01/2020,QDXPS,9.8
21/01/2020,CNNCK,25.2
21/01/2020,ROFTR,3.4
21/01/2020,MDGNI,1.2
21/01/2020,EDPGQ,9.7
21/01/2020,CMCRZ,28.5
21/01/2020,ACDHA,31.6
21/01/2020,AMSHS,25.8
21/01/2020,NONYR,6.6
21/01/2020,TEAAU,23.2
21/01/2020,SZLHA,31.8
21/01/2020,SBJSB,21.2
21/01/2020,LPMOG,5.7
21/01/2020,TLWDX,32.0
21/01/2020,GPZNX,16.5
21/01/2020,QPHPP,10.3
21/01/2020,OVHSC,0.1
21/01/2020,IOAEM,1.3
21/01/2020,MLMJR,21.1
21/01/2020,DHBIW,28.8
21/01/2020,NZHRS,13.7
21/01/2020,MLVGY,9.5
21/01/2020,DKVRB,25.1
21/01/2020,BNVFU,23.4
21/01/2020,ANYUE,29.1
21/01/2020,LBIBC,12.3
11/11/2020,VYVGI,19.2
11/11/2020,USQAC,4.4
11/11/2020,IPWXM,20.9
11/11/2020,DENKA,14.4
11/11/2020,HUUUZ,14.4
11/11/2020,PQBLT,0.9
11/11/2020,QQAGC,26.5
11/11/2020,SQORR,23.9
11/11/2020,ZLNXH,4.1
11/11/2020,DSAII,29.0
11/11/2020,ZQVSU,16.5
11/11/2020,ZQLQF,21.9
11/11/2020,JUALF,16.4
11/11/2020,ODNJR,32.3
11/11/2020,QTKNK,22.9
11/11/2020,NPFFO,11.1
11/11/2020,VODXF,10.5
11/11/2020,TRETF,16.8
11/11/2020,DTMHI,4.2
11/11/2020,JZGDA,20.9
11/11/2020,FSABB,31.6
11/11/2020,YMYHI,19.5
11/11/2020,VASJU,20.9
11/11/2020,KXFFP,8.8
11/11/2020,ORGYD,8.5
11/11/2020,HLLJI,11.5
11/11/2020,NBZGO,2.5
11/11/2020,YGMWM,25.2
11/11/2020,WOVHE,30.9
11/11/2020,PXLGY,25.9
11/11/2020,YDTEU,23.8
11/11/2020,SLZLX,31.5
11/11/2020,XGKEN,22.8
11/11/2020,EABDR,21.5
11/11/2020,NNQIH,8.1
11/11/2020,FTCLW,27.3
11/11/2020,ZJPKS,22.4
11/11/2020,GTJRP,18.8
11/11/2020,XFDUL,7.2
11/11/2020,MXPAM,14.2
11/11/2020,PYJZU,21.3
11/11/2020,VUBPL,27.5
11/11/2020,SMCRS,17.5
11/11/2020,SSNQX,7.9
11/11/2020,MYEJE,0.7
11/11/2020,JYWGJ,27.4
11/11/2020,VBGYH,26.2
11/11/2020,ALXPA,21.0
11/11/2020,OYSCR,19.8
11/11/2020,VKYDS,32.2
11/11/2020,HHVXE,4.7
11/11/2020,GOLZK,27.5
11/11/2020,AAGGK,9.4
11/11/2020,CSCHI,31.5
11/11/2020,NSTZL,27.2
11/11/2020,WYEFJ,9.1
11/11/2020,NYPJG,4.2
11/11/2020,QHLNE,11.1
11/11/2020,GKGVE,7.8
11/11/2020,PIDOD,0.6
11/11/2020,EFTDM,24.5
11/11/2020,DMPLW,13.1
11/11/2020,RXCIP,3.0
11/11/2020,WKOUM,26.8
11/11/2020,IPXXJ,4.8
11/11/2020,XBEOU,2.2
11/11/2020,UFWMZ,30.4
11/11/2020,CGILB,6.5
11/11/2020,ICRWF,22.2
11/11/2020,HLOHY,18.2
11/11/2020,UQJIF,24.9
11/11/2020,GGBYI,2.2
11/11/2020,JMXMO,30.6
11/11/2020,MVIRX,29.8
11/11/2020,HMWPM,6.0
11/11/2020,WMQGI,3.5
11/11/2020,FDUYC,5.8
11/11/2020,GVFBA,26.2
11/11/2020,GUWNT,15.6
11/11/2020,APNMN,12.3
11/11/2020,NUGGK,10.5
11/11/2020,TYCYW,26.8
11/11/2020,AOBUQ,8.0
11/11/2020,WRZIC,19.1
11/11/2020,PALPN,1.7
11/11/2020,LSCQF,24.9
11/11/2020,SNUWB,15.7
11/11/2020,OOWLJ,29.7
11/11/2020,VZGRS,14.3
11/11/2020,SUWIW,9.6
11/11/2020,IPBHI,30.7
11/11/2020,YWEYG,26.4
11/11/2020,XIHWT,20.0
11/11/2020,JIXYP,23.8
11/11/2020,GWDFV,11.7
11/11/2020,LECCX,12.4
11/11/2020,MRWAB,14.0
11/11/2020,GRSHX,28.0
11/11/2020,DUNVK,18.9
11/11/2020,FIAJG,19.0
11/11/2020,FKCFL,1.2
11/11/2020,RZXRA,12.5
11/11/2020,IFPOP,32.4
11/11/2020,SRZPM,3.7
11/11/2020,HGVHP,19.0
11/11/2020,WOGQR,9.9
11/11/2020,LHIDE,24.9
11/11/2020,DVWOH,16.5
11/11/2020,REKCM,32.2
11/11/2020,CXWBB,2.7
11/11/2020,GPVYT,4.0
11/11/2020,OLISD,14.8
11/11/2020,BIGSA,23.3
11/11/2020,RENLA,26.3
11/11/2020,DWOZD,7.2
11/11/2020,OFLUR,29.8
11/11/2020,IHJVV,12.6
11/11/2020,YRZRK,28.2
11/11/2020,PEVHE,12.8
11/11/2020,UHBWY,6.6
11/11/2020,WVAXG,25.9
11/11/2020,TYZGZ,15.4
11/11/2020,WTKCW,31.2
11/11/2020,GSOCR,3.0
11/11/2020,RRVRV,10.4
11/11/2020,YQRWY,0.3
11/11/2020,XCTZF,21.3
11/11/2020,EGZIU,30.0
11/11/2020,JBMHV,13.3
11/11/2020,FDEQR,30.7
11/11/2020,AVJOM,12.9
11/11/2020,UMNEI,19.5
11/11/2020,SYZEI,17.8
11/11/2020,CWLTI,29.7
11/11/2020,RAZMS,4.8
11/11/2020,KBBZU,29.3
11/11/2020,WRHTT,3.6
11/11/2020,FXWQA,29.8
11/11/2020,EFTSM,27.9
11/11/2020,SOAYS,8.8
11/11/2020,BBEFC,29.3
11/11/2020,BPYMG,26.8
11/11/2020,AOUGH,29.9
11/11/2020,QDFYZ,2.5
11/11/2020,EOVWI,29.7
11/11/2020,ZEHVO,11.7
11/11/2020,QEUVP,15.7
11/11/2020,DHQPF,22.6
11/11/2020,WIYLF,1.7
11/11/2020,NFQPX,14.4
11/11/2020,WJXRS,22.1
11/11/2020,QWFAU,28.8
11/11/2020,SJFRM,8.3
11/11/2020,FQDLL,13.2
11/11/2020,FQEJP,10.8
11/11/2020,TEXZM,7.3
11/11/2020,FLUAV,18.7
11/11/2020,PFNNW,13.6
11/11/2020,MTLAN,4.7
11/11/2020,KLBZI,14.2
11/11/2020,YPQNJ,12.0
11/11/2020,BYGJD,14.1
11/11/2020,KRFTL,31.4
11/11/2020,JZTIE,17.5
11/11/2020,XIRCS,1.5
11/11/2020,WCJUH,23.8
11/11/2020,VQCVX,7.2
11/11/2020,ZOHFZ,19.2
11/11/2020,VCKJR,20.6
11/11/2020,NCQEO,19.0
11/11/2020,FFRKS,21.4
11/11/2020,JFCPE,12.4
11/11/2020,RSEJJ,29.0
11/11/2020,WNYKN,1.1
11/11/2020,QRZBZ,12.1
11/11/2020,RHMHZ,25.4
11/11/2020,EGPYK,32.1
11/11/2020,IAEQS,2.1
11/11/2020,WNZHM,32.5
11/11/2020,HSWFZ,5.0
11/11/2020,PYPJZ,10.8
11/11/2020,ICMCI,27.0
11/11/2020,HMZOK,23.6
11/11/2020,WCSMC,3.0
11/11/2020,HLWUD,15.4
11/11/2020,YKIQR,23.5
11/11/2020,UNFLJ,31.2
11/11/2020,WGEZY,0.7
11/11/2020,PLHLQ,24.0
11/11/2020,AYINV,28.2
11/11/2020,GUPXF,6.0
11/11/2020,BWFCD,10.2
11/11/2020,GYMNW,18.6
11/11/2020,HHCQN,2.5
11/11/2020,JJBIF,27.6
11/11/2020,TPEFG,5.7
11/11/2020,AOGUO,14.8
11/11/2020,UOANU,12.1
11/11/2020,XIUXL,20.4
11/11/2020,LUIYB,22.3
11/11/2020,QPBTK,31.8
11/11/2020,VTQBI,18.3
11/11/2020,SUMFL,16.3
11/11/2020,BWODT,29.7
11/11/2020,AWXSX,12.2
11/11/2020,ZTIFF,31.7
11/11/2020,DIMPP,24.1
11/11/2020,NNBOW,25.8
11/11/2020,UHAEI,6.7
11/11/2020,UZXCI,14.7
11/11/2020,OCZXI,9.6
11/11/2020,HEXAM,15.7
11/11/2020,UGQWT,6.6
11/11/2020,FHPKL,7.0
11/11/2020,ZFMCJ,27.5
11/11/2020,QRGCJ,26.1
11/11/2020,NVDCV,13.8
11/11/2020,ZGOGT,13.7
11/11/2020,CNWLE,6.1
11/11/2020,DDXDJ,1.3
11/11/2020,ZPBEH,0.8
11/11/2020,RWKHX,26.4
11/11/2020,GYTYQ,15.5
11/11/2020,QOSNH,21.5
11/11/2020,FIVYC,11.7
11/11/2020,EPHKD,14.5
11/11/2020,ABXRZ,31.5
11/11/2020,MTAMV,5.5
11/11/2020,PVCPM,8.1
11/11/2020,QFUAR,5.6
11/11/2020,QDXPS,15.7
11/11/2020,CNNCK,28.7
11/11/2020,ROFTR,25.9
11/11/2020,MDGNI,26.5
11/11/2020,EDPGQ,18.0
11/11/2020,CMCRZ,5.1
11/11/2020,ACDHA,12.6
11/11/2020,AMSHS,13.7
11/11/2020,NONYR,17.1
11/11/2020,TEAAU,21.5
11/11/2020,SZLHA,27.8
11/11/2020,SBJSB,29.9
11/11/2020,LPMOG,8.7
11/11/2020,TLWDX,15.4
11/11/2020,GPZNX,3.6
11/11/2020,QPHPP,24.9
11/11/2020,OVHSC,29.3
11/11/2020,IOAEM,15.0
11/11/2020,MLMJR,9.7
11/11/2020,DHBIW,28.3
11/11/2020,NZHRS,20.6
11/11/2020,MLVGY,2.9
11/11/2020,DKVRB,0.6
11/11/2020,BNVFU,24.6
11/11/2020,ANYUE,6.9
11/11/2020,LBIBC,12.7
26/10/2022,VYVGI,12.6
26/10/2022,USQAC,29.9
26/10/2022,IPWXM,25.2
26/10/2022,DENKA,17.7
26/10/2022,HUUUZ,3.7
26/10/2022,PQBLT,4.1
26/10/2022,QQAGC,2.5
26/10/2022,SQORR,21.4
26/10/2022,ZLNXH,1.9
26/10/2022,DSAII,12.1
26/10/2022,ZQVSU,26.3
26/10/2022,ZQLQF,26.1
26/10/2022,JUALF,16.2
26/10/2022,ODNJR,17.0
26/10/2022,QTKNK,11.0
26/10/2022,NPFFO,12.8
26/10/2022,VODXF,19.4
26/10/2022,TRETF,24.1
26/10/2022,DTMHI,1.1
26/10/2022,JZGDA,25.7
26/10/2022,FSABB,10.9
26/10/2022,YMYHI,10.7
26/10/2022,VASJU,1.4
26/10/2022,KXFFP,23.4
26/10/2022,ORGYD,10.4
26/10/2022,HLLJI,14.3
26/10/2022,NBZGO,12.1
26/10/2022,YGMWM,1.3
26/10/2022,WOVHE,11.0
26/10/2022,PXLGY,27.4
26/10/2022,YDTEU,10.2
26/10/2022,SLZLX,13.2
26/10/2022,XGKEN,6.3
26/10/2022,EABDR,12.8
26/10/2022,NNQIH,25.1
26/10/2022,FTCLW,8.8
26/10/2022,ZJPKS,26.1
26/10/2022,GTJRP,24.4
26/10/2022,XFDUL,13.5
26/10/2022,MXPAM,32.4
26/10/2022,PYJZU,12.0
26/10/2022,VUBPL,0.0
26/10/2022,SMCRS,21.6
26/10/2022,SSNQX,6.9
26/10/2022,MYEJE,12.5
26/10/2022,JYWGJ,27.3
26/10/2022,VBGYH,21.6
26/10/2022,ALXPA,16.3
26/10/2022,OYSCR,0.2
26/10/2022,VKYDS,0.5
26/10/2022,HHVXE,9.9
26/10/2022,GOLZK,12.5
26/10/2022,AAGGK,12.2
26/10/2022,CSCHI,10.9
26/10/2022,NSTZL,16.4
26/10/2022,WYEFJ,0.5
26/10/2022,NYPJG,17.3
26/10/2022,QHLNE,17.1
26/10/2022,GKGVE,21.3
26/10/2022,PIDOD,7.8
26/10/2022,EFTDM,31.1
26/10/2022,DMPLW,8.2
26/10/2022,RXCIP,6.5
26/10/2022,WKOUM,13.3
26/10/2022,IPXXJ,23.0
26/10/2022,XBEOU,10.1
26/10/2022,UFWMZ,12.3
26/10/2022,CGILB,2.5
26/10/2022,ICRWF,0.5
26/10/2022,HLOHY,5.9
26/10/2022,UQJIF,16.3
26/10/2022,GGBYI,10.9
26/10/2022,JMXMO,5.0
26/10/2022,MVIRX,26.1
26/10/2022,HMWPM,13.7
26/10/2022,WMQGI,29.7
26/10/2022,FDUYC,5.5
26/10/2022,GVFBA,10.9
26/10/2022,GUWNT,24.5
26/10/2022,APNMN,16.4
26/10/2022,NUGGK,24.9
26/10/2022,TYCYW,30.7
26/10/2022,AOBUQ,4.8
26/10/2022,WRZIC,5.1
26/10/2022,PALPN,9.4
26/10/2022,LSCQF,31.9
26/10/2022,SNUWB,30.6
26/10/2022,OOWLJ,3.8
26/10/2022,VZGRS,18.2
26/10/2022,SUWIW,13.9
26/10/2022,IPBHI,12.4
26/10/2022,YWEYG,25.6
26/10/2022,XIHWT,27.5
26/10/2022,JIXYP,1.6
26/10/2022,GWDFV,27.1
26/10/2022,LECCX,20.2
26/10/2022,MRWAB,9.3
26/10/2022,GRSHX,5.3
26/10/2022,DUNVK,4.1
26/10/2022,FIAJG,1.2
26/10/2022,FKCFL,21.1
26/10/2022,RZXRA,12.8
26/10/2022,IFPOP,28.4
26/10/2022,SRZPM,31.5
26/10/2022,HGVHP,23.7
26/10/2022,WOGQR,31.7
26/10/2022,LHIDE,20.9
26/10/2022,DVWOH,28.3
26/10/2022,REKCM,27.7
26/10/2022,CXWBB,5.9
26/10/2022,GPVYT,15.9
26/10/2022,OLISD,1.5
26/10/2022,BIGSA,22.3
26/10/2022,RENLA,2.0
26/10/2022,DWOZD,31.3
26/10/2022,OFLUR,32.5
26/10/2022,IHJVV,30.4
26/10/2022,YRZRK,28.9
26/10/2022,PEVHE,24.7
26/10/2022,UHBWY,31.3
26/10/2022,WVAXG,8.3
26/10/2022,TYZGZ,4.5
26/10/2022,WTKCW,11.7
26/10/2022,GSOCR,0.7
26/10/2022,RRVRV,17.3
26/10/2022,YQRWY,18.4
26/10/2022,XCTZF,18.0
26/10/2022,EGZIU,0.9
26/10/2022,JBMHV,17.1
26/10/2022,FDEQR,2.8
26/10/2022,AVJOM,4.2
26/10/2022,UMNEI,15.8
26/10/2022,SYZEI,12.9
26/10/2022,CWLTI,29.6
26/10/2022,RAZMS,0.5
26/10/2022,KBBZU,16.1
26/10/2022,WRHTT,26.9
26/10/2022,FXWQA,31.3
26/10/2022,EFTSM,11.6
26/10/2022,SOAYS,0.1
26/10/2022,BBEFC,15.4
26/10/2022,BPYMG,32.2
26/10/2022,AOUGH,17.7
26/10/2022,QDFYZ,12.6
26/10/2022,EOVWI,18.4
26/10/2022,ZEHVO,9.8
26/10/2022,QEUVP,13.0
26/10/2022,DHQPF,6.7
26/10/2022,WIYLF,21.3
26/10/2022,NFQPX,26.2
26/10/2022,WJXRS,31.5
26/10/2022,QWFAU,8.3
26/10/2022,SJFRM,14.3
26/10/2022,FQDLL,26.5
26/10/2022,FQEJP,6.2
26/10/2022,TEXZM,15.4
26/10/2022,FLUAV,11.7
26/10/2022,PFNNW,9.7
26/10/2022,MTLAN,0.6
26/10/2022,KLBZI,22.8
26/10/2022,YPQNJ,5.0
26/10/2022,BYGJD,10.2
26/10/2022,KRFTL,27.8
26/10/2022,JZTIE,6.4
26/10/2022,XIRCS,7.9
26/10/2022,WCJUH,27.6
26/10/2022,VQCVX,22.2
26/10/2022,ZOHFZ,24.8
26/10/2022,VCKJR,13.8
26/10/2022,NCQEO,5.0
26/10/2022,FFRKS,11.7
26/10/2022,JFCPE,11.0
26/10/2022,RSEJJ,27.7
26/10/2022,WNYKN,32.0
26/10/2022,QRZBZ,25.1
26/10/2022,RHMHZ,27.1
26/10/2022,EGPYK,19.7
26/10/2022,IAEQS,8.5
26/10/2022,WNZHM,30.5
26/10/2022,HSWFZ,4.9
26/10/2022,PYPJZ,8.2
26/10/2022,ICMCI,23.0
26/10/2022,HMZOK,2.3
26/10/2022,WCSMC,2.7
26/10/2022,HLWUD,30.2
26/10/2022,YKIQR,13.7
26/10/2022,UNFLJ,14.5
26/10/2022,WGEZY,5.7
26/10/2022,PLHLQ,6.2
26/10/2022,AYINV,22.9
26/10/2022,GUPXF,30.0
26/10/2022,BWFCD,13.6
26/10/2022,GYMNW,1.4
26/10/2022,HHCQN,13.9
26/10/2022,JJBIF,30.8
26/10/2022,TPEFG,16.9
26/10/2022,AOGUO,14.8
